latitude,longitude,B1,B2,B3,B4,B5,B6,B7,date
12.952083332171425,74.82666786272108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.83094330584669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.8352187489723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.83949419209787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.84376963522348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.84804507834909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.8523205214747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.85659596460029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.86087140772588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.86514685085149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.86942229397708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.87369773710267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.87797318022828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.88224862335387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.88652406647948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.89079950960509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.89507495273068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.89935039585627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.90362583898188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.90790128210747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.91217672523307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.91645216835867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.92072761148427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.92500305460986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.92927849773547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.93355394086107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.93782938398667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.94210482711226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.94638027023787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.95065571336347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.95493115648905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.95920659961466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.96348204274027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
12.952083332171425,74.96775748586586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-03-14
