latitude,longitude,B1,B2,B3,B4,B5,B6,B7,date
14.66458333201661,74.31028352128595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.31459048993122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.31889745857649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.32320442722177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.32751139586703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.3318183645123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.33612533315758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.34043230180286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.34473927044814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.34904623909341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.35335320773869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.35766017638396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.36196714502923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.36627411367452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.37058108231977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.37488805096505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.37919501961034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.3835019882556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.38780895690087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.39211592554615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.39642289419143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.40072986283671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.40503683148197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.40934380012725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.41365076877251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.4179577374178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.42226470606307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.42657167470834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.43087864335362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.4351856119989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66458333201661,74.43949258064417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.30886960252994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.31317648922554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.31748337592114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.32179026261673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.32609714931233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.33040403600792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.33471092270352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.33901780939912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.34332469609471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.34763158279033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.35193846948593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.3562453561815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.3605522428771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
14.66041666535032,74.36485912957271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-16
